func_type,substrate,focal_strain,solution,species,metabolite,flux
selection,met__L,B3M02,13,B3M02,etoh,-1
selection,met__L,B3M02,13,C2M11,etoh,1
selection,met__L,B3M02,13,C3R17,etoh,1
selection,met__L,B3M02,13,B3M02,glu__L,-1
selection,met__L,B3M02,13,C2M11,glu__L,-1
selection,met__L,B3M02,13,C3R17,glu__L,1
selection,met__L,B3M02,13,B3M02,gly,1
selection,met__L,B3M02,13,C3R17,gly,-1
selection,met__L,B3M02,13,B3M02,glyald,-1
selection,met__L,B3M02,13,C3R17,glyald,1
selection,met__L,B3M02,13,B3M02,glyc,1
selection,met__L,B3M02,13,C3R17,glyc,-1
selection,met__L,B3M02,13,C2M11,h2s,-1
selection,met__L,B3M02,13,C3R17,h2s,1
selection,met__L,B3M02,13,B3M02,ile__L,-1
selection,met__L,B3M02,13,C2M11,ile__L,-1
selection,met__L,B3M02,13,C3R17,ile__L,1
selection,met__L,B3M02,13,B3M02,leu__L,1
selection,met__L,B3M02,13,C2M11,leu__L,-1
selection,met__L,B3M02,13,C3R17,leu__L,-1
selection,met__L,B3M02,13,B3M02,lys__L,-1
selection,met__L,B3M02,13,C2M11,lys__L,1
selection,met__L,B3M02,13,B3M02,met__L,-1
selection,met__L,B3M02,13,C2M11,met__L,-1
selection,met__L,B3M02,13,C3R17,met__L,-1
selection,met__L,B3M02,13,B3M02,phe__L,-1
selection,met__L,B3M02,13,C2M11,phe__L,1
selection,met__L,B3M02,13,B3M02,pro__L,-1
selection,met__L,B3M02,13,C2M11,pro__L,1
selection,met__L,B3M02,13,C3R17,pro__L,-1
selection,met__L,B3M02,13,B3M02,pyr,-1
selection,met__L,B3M02,13,C2M11,pyr,1
selection,met__L,B3M02,13,C3R17,pyr,-1
selection,met__L,B3M02,13,C2M11,s,1
selection,met__L,B3M02,13,B3M02,ser__D,-1
selection,met__L,B3M02,13,C2M11,ser__D,-1
selection,met__L,B3M02,13,C3R17,ser__D,1
selection,met__L,B3M02,13,B3M02,thr__L,-1
selection,met__L,B3M02,13,C2M11,thr__L,1
selection,met__L,B3M02,13,B3M02,tyr__L,-1
selection,met__L,B3M02,13,C2M11,tyr__L,1
selection,met__L,B3M02,13,B3M02,val__L,-1
selection,met__L,B3M02,13,C2M11,val__L,-1
selection,met__L,B3M02,13,C3R17,val__L,1
selection,met__L,B3M02,14,B3M02,ac,1
selection,met__L,B3M02,14,C2R02,ac,-1
selection,met__L,B3M02,14,C3R17,ac,-1
selection,met__L,B3M02,14,B3M02,acald,1
selection,met__L,B3M02,14,C2R02,acald,-1
selection,met__L,B3M02,14,C3R17,acald,-1
selection,met__L,B3M02,14,B3M02,ade,-1
selection,met__L,B3M02,14,C2R02,ade,1
selection,met__L,B3M02,14,B3M02,ala__D,-1
selection,met__L,B3M02,14,C2R02,ala__D,1
selection,met__L,B3M02,14,C3R17,ala__D,1
selection,met__L,B3M02,14,C2R02,ala__L,-1
selection,met__L,B3M02,14,C3R17,ala__L,1
selection,met__L,B3M02,14,B3M02,asp__L,-1
selection,met__L,B3M02,14,C2R02,asp__L,-1
selection,met__L,B3M02,14,C3R17,asp__L,1
selection,met__L,B3M02,14,B3M02,co2,-1
selection,met__L,B3M02,14,C2R02,co2,1
selection,met__L,B3M02,14,C3R17,co2,1
selection,met__L,B3M02,14,B3M02,etoh,-1
selection,met__L,B3M02,14,C2R02,etoh,1
selection,met__L,B3M02,14,B3M02,glu__L,-1
selection,met__L,B3M02,14,C2R02,glu__L,-1
selection,met__L,B3M02,14,C3R17,glu__L,1
selection,met__L,B3M02,14,B3M02,gly,1
selection,met__L,B3M02,14,C2R02,gly,-1
selection,met__L,B3M02,14,C3R17,gly,-1
selection,met__L,B3M02,14,B3M02,glyald,-1
selection,met__L,B3M02,14,C3R17,glyald,1
selection,met__L,B3M02,14,B3M02,glyc,1
selection,met__L,B3M02,14,C3R17,glyc,-1
selection,met__L,B3M02,14,C3R17,h2s,1
selection,met__L,B3M02,14,B3M02,ile__L,-1
selection,met__L,B3M02,14,C2R02,ile__L,-1
selection,met__L,B3M02,14,C3R17,ile__L,1
selection,met__L,B3M02,14,B3M02,leu__L,1
selection,met__L,B3M02,14,C2R02,leu__L,-1
selection,met__L,B3M02,14,C3R17,leu__L,-1
selection,met__L,B3M02,14,B3M02,met__L,-1
selection,met__L,B3M02,14,C2R02,met__L,-1
selection,met__L,B3M02,14,C3R17,met__L,-1
selection,met__L,B3M02,14,B3M02,pro__L,1
selection,met__L,B3M02,14,C2R02,pro__L,-1
selection,met__L,B3M02,14,C3R17,pro__L,-1
selection,met__L,B3M02,14,B3M02,pyr,1
selection,met__L,B3M02,14,C2R02,pyr,1
selection,met__L,B3M02,14,C3R17,pyr,-1
selection,met__L,B3M02,14,B3M02,ser__D,-1
selection,met__L,B3M02,14,C3R17,ser__D,1
selection,met__L,B3M02,14,B3M02,thr__L,1
selection,met__L,B3M02,14,C2R02,thr__L,-1
selection,met__L,B3M02,14,B3M02,tyr__L,1
selection,met__L,B3M02,14,C2R02,tyr__L,-1
selection,met__L,B3M02,14,B3M02,val__L,-1
selection,met__L,B3M02,14,C2R02,val__L,1
selection,met__L,B3M02,14,C3R17,val__L,-1
selection,met__L,B3M02,15,B3M02,ac,1
selection,met__L,B3M02,15,C3R17,ac,-1
selection,met__L,B3M02,15,m_3D05,ac,-1
selection,met__L,B3M02,15,B3M02,acald,-1
selection,met__L,B3M02,15,C3R17,acald,1
selection,met__L,B3M02,15,m_3D05,acald,-1
selection,met__L,B3M02,15,B3M02,ade,1
selection,met__L,B3M02,15,m_3D05,ade,-1
selection,met__L,B3M02,15,B3M02,ala__D,-1
selection,met__L,B3M02,15,C3R17,ala__D,1
selection,met__L,B3M02,15,m_3D05,ala__D,-1
selection,met__L,B3M02,15,B3M02,ala__L,1
selection,met__L,B3M02,15,C3R17,ala__L,-1
selection,met__L,B3M02,15,m_3D05,ala__L,-1
selection,met__L,B3M02,15,B3M02,arg__L,1
selection,met__L,B3M02,15,C3R17,arg__L,-1
selection,met__L,B3M02,15,m_3D05,arg__L,-1
selection,met__L,B3M02,15,B3M02,asp__L,-1
selection,met__L,B3M02,15,C3R17,asp__L,1
selection,met__L,B3M02,15,m_3D05,asp__L,-1
selection,met__L,B3M02,15,B3M02,co2,-1
selection,met__L,B3M02,15,C3R17,co2,1
selection,met__L,B3M02,15,m_3D05,co2,1
selection,met__L,B3M02,15,B3M02,etoh,1
selection,met__L,B3M02,15,C3R17,etoh,-1
selection,met__L,B3M02,15,m_3D05,etoh,1
selection,met__L,B3M02,15,B3M02,glu__L,-1
selection,met__L,B3M02,15,C3R17,glu__L,-1
selection,met__L,B3M02,15,m_3D05,glu__L,1
selection,met__L,B3M02,15,B3M02,gly,1
selection,met__L,B3M02,15,m_3D05,gly,-1
selection,met__L,B3M02,15,B3M02,glyald,1
selection,met__L,B3M02,15,C3R17,glyald,-1
selection,met__L,B3M02,15,B3M02,glyc,-1
selection,met__L,B3M02,15,C3R17,glyc,1
selection,met__L,B3M02,15,C3R17,h2s,1
selection,met__L,B3M02,15,B3M02,ile__L,-1
selection,met__L,B3M02,15,C3R17,ile__L,1
selection,met__L,B3M02,15,m_3D05,ile__L,-1
selection,met__L,B3M02,15,B3M02,leu__L,1
selection,met__L,B3M02,15,C3R17,leu__L,-1
selection,met__L,B3M02,15,m_3D05,leu__L,-1
selection,met__L,B3M02,15,B3M02,met__L,-1
selection,met__L,B3M02,15,C3R17,met__L,-1
selection,met__L,B3M02,15,m_3D05,met__L,-1
selection,met__L,B3M02,15,B3M02,phe__L,1
selection,met__L,B3M02,15,m_3D05,phe__L,-1
selection,met__L,B3M02,15,B3M02,pro__L,1
selection,met__L,B3M02,15,C3R17,pro__L,-1
selection,met__L,B3M02,15,m_3D05,pro__L,-1
selection,met__L,B3M02,15,B3M02,pyr,-1
selection,met__L,B3M02,15,C3R17,pyr,1
selection,met__L,B3M02,15,m_3D05,pyr,1
selection,met__L,B3M02,15,B3M02,ser__D,1
selection,met__L,B3M02,15,C3R17,ser__D,-1
selection,met__L,B3M02,15,B3M02,ser__L,-1
selection,met__L,B3M02,15,m_3D05,ser__L,1
selection,met__L,B3M02,15,B3M02,thr__L,1
selection,met__L,B3M02,15,C3R17,thr__L,-1
selection,met__L,B3M02,15,m_3D05,thr__L,-1
selection,met__L,B3M02,15,B3M02,tyr__L,1
selection,met__L,B3M02,15,m_3D05,tyr__L,-1
selection,met__L,B3M02,15,B3M02,ura,1
selection,met__L,B3M02,15,m_3D05,ura,-1
selection,met__L,B3M02,15,B3M02,val__L,-1
selection,met__L,B3M02,15,C3R17,val__L,1
selection,met__L,B3M02,15,m_3D05,val__L,-1
selection,met__L,B3M02,16,B3M02,ac,1
selection,met__L,B3M02,16,C3R17,ac,-1
selection,met__L,B3M02,16,m_6D02,ac,1
selection,met__L,B3M02,16,B3M02,acald,-1
selection,met__L,B3M02,16,C3R17,acald,1
selection,met__L,B3M02,16,m_6D02,acald,1
selection,met__L,B3M02,16,B3M02,ala__D,1
selection,met__L,B3M02,16,C3R17,ala__D,-1
selection,met__L,B3M02,16,B3M02,ala__L,-1
selection,met__L,B3M02,16,C3R17,ala__L,1
selection,met__L,B3M02,16,m_6D02,ala__L,1
selection,met__L,B3M02,16,B3M02,arg__L,1
selection,met__L,B3M02,16,C3R17,arg__L,-1
selection,met__L,B3M02,16,m_6D02,arg__L,-1
selection,met__L,B3M02,16,B3M02,asp__L,-1
selection,met__L,B3M02,16,C3R17,asp__L,1
selection,met__L,B3M02,16,m_6D02,asp__L,-1
selection,met__L,B3M02,16,B3M02,co2,-1
selection,met__L,B3M02,16,C3R17,co2,1
selection,met__L,B3M02,16,m_6D02,co2,1
selection,met__L,B3M02,16,B3M02,etoh,1
selection,met__L,B3M02,16,C3R17,etoh,-1
selection,met__L,B3M02,16,m_6D02,etoh,-1
selection,met__L,B3M02,16,B3M02,glu__L,1
selection,met__L,B3M02,16,C3R17,glu__L,-1
selection,met__L,B3M02,16,m_6D02,glu__L,-1
selection,met__L,B3M02,16,B3M02,gly,1
selection,met__L,B3M02,16,C3R17,gly,-1
selection,met__L,B3M02,16,B3M02,glyald,1
selection,met__L,B3M02,16,C3R17,glyald,-1
selection,met__L,B3M02,16,B3M02,glyc,-1
selection,met__L,B3M02,16,C3R17,glyc,1
selection,met__L,B3M02,16,C3R17,h2s,1
selection,met__L,B3M02,16,B3M02,ile__L,-1
selection,met__L,B3M02,16,C3R17,ile__L,1
selection,met__L,B3M02,16,m_6D02,ile__L,-1
selection,met__L,B3M02,16,B3M02,leu__L,1
selection,met__L,B3M02,16,C3R17,leu__L,-1
selection,met__L,B3M02,16,B3M02,met__L,-1
selection,met__L,B3M02,16,C3R17,met__L,-1
selection,met__L,B3M02,16,m_6D02,met__L,-1
selection,met__L,B3M02,16,B3M02,pro__L,1
selection,met__L,B3M02,16,C3R17,pro__L,-1
selection,met__L,B3M02,16,m_6D02,pro__L,-1
selection,met__L,B3M02,16,B3M02,pyr,-1
selection,met__L,B3M02,16,C3R17,pyr,1
selection,met__L,B3M02,16,m_6D02,pyr,-1
selection,met__L,B3M02,16,B3M02,ser__D,1
selection,met__L,B3M02,16,C3R17,ser__D,1
selection,met__L,B3M02,16,m_6D02,ser__D,-1
selection,met__L,B3M02,16,B3M02,thr__L,1
selection,met__L,B3M02,16,m_6D02,thr__L,-1
selection,met__L,B3M02,16,B3M02,val__L,-1
selection,met__L,B3M02,16,C3R17,val__L,1
selection,met__L,B3M02,16,m_6D02,val__L,-1
selection,met__L,B3M02,17,B3M02,ac,1
selection,met__L,B3M02,17,B3R10,ac,1
selection,met__L,B3M02,17,C3R17,ac,-1
selection,met__L,B3M02,17,B3M02,acald,1
selection,met__L,B3M02,17,B3R10,acald,-1
selection,met__L,B3M02,17,C3R17,acald,1
selection,met__L,B3M02,17,B3M02,ala__D,1
selection,met__L,B3M02,17,B3R10,ala__D,-1
selection,met__L,B3M02,17,C3R17,ala__D,1
selection,met__L,B3M02,17,B3M02,ala__L,-1
selection,met__L,B3M02,17,B3R10,ala__L,1
selection,met__L,B3M02,17,B3M02,asp__L,-1
selection,met__L,B3M02,17,B3R10,asp__L,-1
selection,met__L,B3M02,17,C3R17,asp__L,1
selection,met__L,B3M02,17,B3M02,cgly,1
selection,met__L,B3M02,17,B3R10,cgly,-1
selection,met__L,B3M02,17,B3M02,co2,-1
selection,met__L,B3M02,17,B3R10,co2,1
selection,met__L,B3M02,17,C3R17,co2,-1
selection,met__L,B3M02,17,B3M02,etoh,1
selection,met__L,B3M02,17,B3R10,etoh,1
selection,met__L,B3M02,17,C3R17,etoh,-1
selection,met__L,B3M02,17,B3M02,glu__L,1
selection,met__L,B3M02,17,B3R10,glu__L,-1
selection,met__L,B3M02,17,C3R17,glu__L,-1
selection,met__L,B3M02,17,B3M02,gly,1
selection,met__L,B3M02,17,B3R10,gly,-1
selection,met__L,B3M02,17,B3M02,glyald,1
selection,met__L,B3M02,17,C3R17,glyald,-1
selection,met__L,B3M02,17,B3M02,glyc,-1
selection,met__L,B3M02,17,C3R17,glyc,1
selection,met__L,B3M02,17,B3M02,gthrd,-1
selection,met__L,B3M02,17,B3R10,gthrd,1
selection,met__L,B3M02,17,C3R17,h2s,1
selection,met__L,B3M02,17,B3M02,ile__L,-1
selection,met__L,B3M02,17,B3R10,ile__L,-1
selection,met__L,B3M02,17,C3R17,ile__L,1
selection,met__L,B3M02,17,B3M02,leu__L,1
selection,met__L,B3M02,17,C3R17,leu__L,-1
selection,met__L,B3M02,17,B3M02,met__L,-1
selection,met__L,B3M02,17,B3R10,met__L,-1
selection,met__L,B3M02,17,C3R17,met__L,-1
selection,met__L,B3M02,17,B3M02,pro__L,-1
selection,met__L,B3M02,17,B3R10,pro__L,1
selection,met__L,B3M02,17,C3R17,pro__L,-1
selection,met__L,B3M02,17,B3M02,pyr,1
selection,met__L,B3M02,17,B3R10,pyr,1
selection,met__L,B3M02,17,C3R17,pyr,-1
selection,met__L,B3M02,17,B3M02,ser__D,-1
selection,met__L,B3M02,17,B3R10,ser__D,1
selection,met__L,B3M02,17,C3R17,ser__D,-1
selection,met__L,B3M02,17,B3M02,val__L,-1
selection,met__L,B3M02,17,C3R17,val__L,1
selection,met__L,B3M02,18,B3M02,ac,1
selection,met__L,B3M02,18,C3R17,ac,-1
selection,met__L,B3M02,18,F3M07_,ac,1
selection,met__L,B3M02,18,B3M02,acald,1
selection,met__L,B3M02,18,C3R17,acald,1
selection,met__L,B3M02,18,F3M07_,acald,-1
selection,met__L,B3M02,18,B3M02,ade,-1
selection,met__L,B3M02,18,F3M07_,ade,1
selection,met__L,B3M02,18,B3M02,ala__D,1
selection,met__L,B3M02,18,C3R17,ala__D,-1
selection,met__L,B3M02,18,F3M07_,ala__D,-1
selection,met__L,B3M02,18,B3M02,ala__L,-1
selection,met__L,B3M02,18,C3R17,ala__L,1
selection,met__L,B3M02,18,B3M02,asp__L,-1
selection,met__L,B3M02,18,C3R17,asp__L,1
selection,met__L,B3M02,18,F3M07_,asp__L,-1
selection,met__L,B3M02,18,B3M02,co2,-1
selection,met__L,B3M02,18,C3R17,co2,1
selection,met__L,B3M02,18,F3M07_,co2,1
selection,met__L,B3M02,18,B3M02,etoh,1
selection,met__L,B3M02,18,C3R17,etoh,-1
selection,met__L,B3M02,18,F3M07_,etoh,1
selection,met__L,B3M02,18,B3M02,for,-1
selection,met__L,B3M02,18,F3M07_,for,1
selection,met__L,B3M02,18,B3M02,glu__L,-1
selection,met__L,B3M02,18,C3R17,glu__L,1
selection,met__L,B3M02,18,F3M07_,glu__L,-1
selection,met__L,B3M02,18,B3M02,gly,1
selection,met__L,B3M02,18,C3R17,gly,-1
selection,met__L,B3M02,18,B3M02,glyald,1
selection,met__L,B3M02,18,C3R17,glyald,-1
selection,met__L,B3M02,18,B3M02,glyc,-1
selection,met__L,B3M02,18,C3R17,glyc,1
selection,met__L,B3M02,18,B3M02,h2s,-1
selection,met__L,B3M02,18,C3R17,h2s,1
selection,met__L,B3M02,18,B3M02,ile__L,-1
selection,met__L,B3M02,18,C3R17,ile__L,1
selection,met__L,B3M02,18,F3M07_,ile__L,-1
selection,met__L,B3M02,18,B3M02,leu__L,1
selection,met__L,B3M02,18,C3R17,leu__L,-1
selection,met__L,B3M02,18,B3M02,met__L,-1
selection,met__L,B3M02,18,C3R17,met__L,-1
selection,met__L,B3M02,18,F3M07_,met__L,-1
selection,met__L,B3M02,18,B3M02,pro__L,1
selection,met__L,B3M02,18,C3R17,pro__L,-1
selection,met__L,B3M02,18,F3M07_,pro__L,-1
selection,met__L,B3M02,18,B3M02,pyr,-1
selection,met__L,B3M02,18,C3R17,pyr,-1
selection,met__L,B3M02,18,F3M07_,pyr,1
selection,met__L,B3M02,18,B3M02,ser__D,1
selection,met__L,B3M02,18,C3R17,ser__D,-1
selection,met__L,B3M02,18,F3M07_,ser__D,-1
selection,met__L,B3M02,18,B3M02,thr__L,1
selection,met__L,B3M02,18,F3M07_,thr__L,-1
selection,met__L,B3M02,18,B3M02,val__L,1
selection,met__L,B3M02,18,C3R17,val__L,-1
selection,met__L,B3M02,19,B3M02,ac,1
selection,met__L,B3M02,19,C3R17,ac,1
selection,met__L,B3M02,19,m_4B03,ac,-1
selection,met__L,B3M02,19,B3M02,acald,-1
selection,met__L,B3M02,19,C3R17,acald,1
selection,met__L,B3M02,19,m_4B03,acald,-1
selection,met__L,B3M02,19,B3M02,ala__D,1
selection,met__L,B3M02,19,C3R17,ala__D,-1
selection,met__L,B3M02,19,m_4B03,ala__D,-1
selection,met__L,B3M02,19,B3M02,ala__L,-1
selection,met__L,B3M02,19,m_4B03,ala__L,1
selection,met__L,B3M02,19,B3M02,arg__L,1
selection,met__L,B3M02,19,m_4B03,arg__L,-1
selection,met__L,B3M02,19,B3M02,asp__L,-1
selection,met__L,B3M02,19,C3R17,asp__L,1
selection,met__L,B3M02,19,m_4B03,asp__L,-1
selection,met__L,B3M02,19,B3M02,co2,-1
selection,met__L,B3M02,19,C3R17,co2,1
selection,met__L,B3M02,19,m_4B03,co2,1
selection,met__L,B3M02,19,B3M02,etoh,1
selection,met__L,B3M02,19,C3R17,etoh,-1
selection,met__L,B3M02,19,m_4B03,etoh,1
selection,met__L,B3M02,19,B3M02,glu__L,-1
selection,met__L,B3M02,19,C3R17,glu__L,1
selection,met__L,B3M02,19,m_4B03,glu__L,-1
selection,met__L,B3M02,19,B3M02,gly,1
selection,met__L,B3M02,19,C3R17,gly,-1
selection,met__L,B3M02,19,B3M02,glyald,1
selection,met__L,B3M02,19,C3R17,glyald,-1
selection,met__L,B3M02,19,m_4B03,glyald,1
selection,met__L,B3M02,19,C3R17,glyc,1
selection,met__L,B3M02,19,m_4B03,glyc,-1
selection,met__L,B3M02,19,C3R17,h2s,1
selection,met__L,B3M02,19,B3M02,ile__L,-1
selection,met__L,B3M02,19,C3R17,ile__L,1
selection,met__L,B3M02,19,m_4B03,ile__L,-1
selection,met__L,B3M02,19,B3M02,leu__L,-1
selection,met__L,B3M02,19,C3R17,leu__L,1
selection,met__L,B3M02,19,B3M02,met__L,-1
selection,met__L,B3M02,19,C3R17,met__L,-1
selection,met__L,B3M02,19,m_4B03,met__L,-1
selection,met__L,B3M02,19,B3M02,pro__L,1
selection,met__L,B3M02,19,C3R17,pro__L,-1
selection,met__L,B3M02,19,m_4B03,pro__L,-1
selection,met__L,B3M02,19,B3M02,pyr,1
selection,met__L,B3M02,19,C3R17,pyr,1
selection,met__L,B3M02,19,m_4B03,pyr,-1
selection,met__L,B3M02,19,B3M02,ser__D,-1
selection,met__L,B3M02,19,C3R17,ser__D,1
selection,met__L,B3M02,19,m_4B03,ser__D,-1
selection,met__L,B3M02,19,B3M02,thr__L,1
selection,met__L,B3M02,19,m_4B03,thr__L,-1
selection,met__L,B3M02,19,B3M02,val__L,-1
selection,met__L,B3M02,19,C3R17,val__L,1
selection,met__L,B3M02,19,m_4B03,val__L,-1
selection,met__L,B3M02,2,B3M02,ac,-1
selection,met__L,B3M02,2,D2M19,ac,1
selection,met__L,B3M02,2,B3M02,acald,1
selection,met__L,B3M02,2,D2M19,acald,-1
selection,met__L,B3M02,2,B3M02,ade,-1
selection,met__L,B3M02,2,D2M19,ade,1
selection,met__L,B3M02,2,B3M02,ala__L,1
selection,met__L,B3M02,2,D2M19,ala__L,-1
selection,met__L,B3M02,2,B3M02,arg__L,-1
selection,met__L,B3M02,2,D2M19,arg__L,1
selection,met__L,B3M02,2,B3M02,asp__L,-1
selection,met__L,B3M02,2,D2M19,asp__L,1
selection,met__L,B3M02,2,B3M02,co2,1
selection,met__L,B3M02,2,D2M19,co2,-1
selection,met__L,B3M02,2,B3M02,etoh,-1
selection,met__L,B3M02,2,D2M19,etoh,1
selection,met__L,B3M02,2,B3M02,fald,-1
selection,met__L,B3M02,2,D2M19,fald,1
selection,met__L,B3M02,2,B3M02,glu__L,1
selection,met__L,B3M02,2,D2M19,glu__L,-1
selection,met__L,B3M02,2,B3M02,gly,1
selection,met__L,B3M02,2,D2M19,gly,-1
selection,met__L,B3M02,2,D2M19,h2s,1
selection,met__L,B3M02,2,B3M02,ile__L,-1
selection,met__L,B3M02,2,D2M19,ile__L,1
selection,met__L,B3M02,2,B3M02,indole,1
selection,met__L,B3M02,2,D2M19,indole,-1
selection,met__L,B3M02,2,B3M02,leu__L,-1
selection,met__L,B3M02,2,D2M19,leu__L,1
selection,met__L,B3M02,2,B3M02,met__L,-1
selection,met__L,B3M02,2,D2M19,met__L,-1
selection,met__L,B3M02,2,B3M02,pro__L,-1
selection,met__L,B3M02,2,D2M19,pro__L,1
selection,met__L,B3M02,2,B3M02,pyr,-1
selection,met__L,B3M02,2,D2M19,pyr,1
selection,met__L,B3M02,2,B3M02,rib__D,1
selection,met__L,B3M02,2,D2M19,rib__D,-1
selection,met__L,B3M02,2,B3M02,ura,-1
selection,met__L,B3M02,2,D2M19,ura,1
selection,met__L,B3M02,2,B3M02,val__L,-1
selection,met__L,B3M02,2,D2M19,val__L,1
selection,met__L,B3M02,20,B3M02,ac,1
selection,met__L,B3M02,20,C3R17,ac,-1
selection,met__L,B3M02,20,G3M19,ac,-1
selection,met__L,B3M02,20,B3M02,acald,1
selection,met__L,B3M02,20,C3R17,acald,-1
selection,met__L,B3M02,20,G3M19,acald,-1
selection,met__L,B3M02,20,B3M02,ade,1
selection,met__L,B3M02,20,G3M19,ade,-1
selection,met__L,B3M02,20,B3M02,ala__D,-1
selection,met__L,B3M02,20,C3R17,ala__D,1
selection,met__L,B3M02,20,B3M02,ala__L,1
selection,met__L,B3M02,20,C3R17,ala__L,-1
selection,met__L,B3M02,20,B3M02,arg__L,-1
selection,met__L,B3M02,20,C3R17,arg__L,-1
selection,met__L,B3M02,20,G3M19,arg__L,1
selection,met__L,B3M02,20,B3M02,asp__L,-1
selection,met__L,B3M02,20,C3R17,asp__L,1
selection,met__L,B3M02,20,B3M02,co2,-1
selection,met__L,B3M02,20,C3R17,co2,1
selection,met__L,B3M02,20,G3M19,co2,1
selection,met__L,B3M02,20,B3M02,etoh,-1
selection,met__L,B3M02,20,C3R17,etoh,1
selection,met__L,B3M02,20,G3M19,etoh,1
selection,met__L,B3M02,20,B3M02,glu__L,-1
selection,met__L,B3M02,20,C3R17,glu__L,1
selection,met__L,B3M02,20,B3M02,gly,1
selection,met__L,B3M02,20,C3R17,gly,-1
selection,met__L,B3M02,20,B3M02,glyald,-1
selection,met__L,B3M02,20,C3R17,glyald,1
selection,met__L,B3M02,20,B3M02,glyc,1
selection,met__L,B3M02,20,C3R17,glyc,-1
selection,met__L,B3M02,20,B3M02,gua,1
selection,met__L,B3M02,20,G3M19,gua,-1
selection,met__L,B3M02,20,C3R17,h2s,1
selection,met__L,B3M02,20,B3M02,ile__L,-1
selection,met__L,B3M02,20,C3R17,ile__L,1
selection,met__L,B3M02,20,G3M19,ile__L,-1
selection,met__L,B3M02,20,B3M02,leu__L,-1
selection,met__L,B3M02,20,C3R17,leu__L,1
selection,met__L,B3M02,20,B3M02,lys__L,-1
selection,met__L,B3M02,20,G3M19,lys__L,1
selection,met__L,B3M02,20,B3M02,met__L,-1
selection,met__L,B3M02,20,C3R17,met__L,-1
selection,met__L,B3M02,20,G3M19,met__L,-1
selection,met__L,B3M02,20,B3M02,orn,1
selection,met__L,B3M02,20,G3M19,orn,-1
selection,met__L,B3M02,20,B3M02,pro__L,1
selection,met__L,B3M02,20,C3R17,pro__L,-1
selection,met__L,B3M02,20,B3M02,pyr,-1
selection,met__L,B3M02,20,C3R17,pyr,1
selection,met__L,B3M02,20,G3M19,pyr,1
selection,met__L,B3M02,20,B3M02,ser__D,-1
selection,met__L,B3M02,20,C3R17,ser__D,1
selection,met__L,B3M02,20,B3M02,val__L,-1
selection,met__L,B3M02,20,C3R17,val__L,-1
selection,met__L,B3M02,20,G3M19,val__L,1
selection,met__L,B3M02,3,B3M02,ac,1
selection,met__L,B3M02,3,E3M17,ac,-1
selection,met__L,B3M02,3,B3M02,acald,-1
selection,met__L,B3M02,3,E3M17,acald,1
selection,met__L,B3M02,3,B3M02,asp__L,1
selection,met__L,B3M02,3,E3M17,asp__L,-1
selection,met__L,B3M02,3,B3M02,co2,1
selection,met__L,B3M02,3,E3M17,co2,1
selection,met__L,B3M02,3,B3M02,etoh,1
selection,met__L,B3M02,3,E3M17,etoh,-1
selection,met__L,B3M02,3,B3M02,glu__L,1
selection,met__L,B3M02,3,E3M17,glu__L,-1
selection,met__L,B3M02,3,B3M02,gly,1
selection,met__L,B3M02,3,E3M17,gly,-1
selection,met__L,B3M02,3,E3M17,h2s,1
selection,met__L,B3M02,3,B3M02,lys__L,-1
selection,met__L,B3M02,3,E3M17,lys__L,1
selection,met__L,B3M02,3,E3M17,meoh,1
selection,met__L,B3M02,3,B3M02,met__L,-1
selection,met__L,B3M02,3,E3M17,met__L,-1
selection,met__L,B3M02,3,B3M02,pro__L,-1
selection,met__L,B3M02,3,E3M17,pro__L,1
selection,met__L,B3M02,3,B3M02,pyr,-1
selection,met__L,B3M02,3,E3M17,pyr,1
selection,met__L,B3M02,3,B3M02,thr__L,1
selection,met__L,B3M02,3,E3M17,thr__L,-1
selection,met__L,B3M02,4,B3M02,ac,1
selection,met__L,B3M02,4,C3R17,ac,-1
selection,met__L,B3M02,4,I3M07,ac,1
selection,met__L,B3M02,4,B3M02,acald,1
selection,met__L,B3M02,4,I3M07,acald,-1
selection,met__L,B3M02,4,B3M02,ade,1
selection,met__L,B3M02,4,I3M07,ade,-1
selection,met__L,B3M02,4,B3M02,ala__D,1
selection,met__L,B3M02,4,C3R17,ala__D,-1
selection,met__L,B3M02,4,I3M07,ala__D,-1
selection,met__L,B3M02,4,B3M02,ala__L,-1
selection,met__L,B3M02,4,C3R17,ala__L,-1
selection,met__L,B3M02,4,I3M07,ala__L,1
selection,met__L,B3M02,4,B3M02,arg__L,-1
selection,met__L,B3M02,4,C3R17,arg__L,-1
selection,met__L,B3M02,4,I3M07,arg__L,1
selection,met__L,B3M02,4,B3M02,asp__L,-1
selection,met__L,B3M02,4,C3R17,asp__L,1
selection,met__L,B3M02,4,I3M07,asp__L,-1
selection,met__L,B3M02,4,B3M02,co2,-1
selection,met__L,B3M02,4,C3R17,co2,1
selection,met__L,B3M02,4,I3M07,co2,1
selection,met__L,B3M02,4,B3M02,etoh,-1
selection,met__L,B3M02,4,C3R17,etoh,-1
selection,met__L,B3M02,4,I3M07,etoh,1
selection,met__L,B3M02,4,B3M02,for,1
selection,met__L,B3M02,4,I3M07,for,-1
selection,met__L,B3M02,4,B3M02,glu__L,-1
selection,met__L,B3M02,4,C3R17,glu__L,1
selection,met__L,B3M02,4,I3M07,glu__L,-1
