substrate,focal_strain,solution,species,metabolite,flux
ac,A1R12,25,A1R12,ile__L,-1
ac,A1R12,25,B3M02,ile__L,-1
ac,A1R12,25,F3R08,ile__L,1
ac,A1R12,25,A1R12,leu__L,-1
ac,A1R12,25,B3M02,leu__L,1
ac,A1R12,25,F3R08,leu__L,-1
ac,A1R12,25,A1R12,lys__L,-1
ac,A1R12,25,F3R08,lys__L,1
ac,A1R12,25,B3M02,pro__L,-1
ac,A1R12,25,F3R08,pro__L,1
ac,A1R12,25,A1R12,pyr,1
ac,A1R12,25,B3M02,pyr,-1
ac,A1R12,25,F3R08,pyr,1
ac,A1R12,25,B3M02,rib__D,1
ac,A1R12,25,F3R08,rib__D,-1
ac,A1R12,25,B3M02,ura,-1
ac,A1R12,25,F3R08,ura,1
ac,A1R12,25,A1R12,val__L,-1
ac,A1R12,25,B3M02,val__L,-1
ac,A1R12,25,F3R08,val__L,1
ac,A1R12,26,A1R12,ac,1
ac,A1R12,26,E3R18,ac,-1
ac,A1R12,26,A1R12,acald,1
ac,A1R12,26,E3R01,acald,-1
ac,A1R12,26,E3R18,acald,-1
ac,A1R12,26,A1R12,ala__D,1
ac,A1R12,26,E3R01,ala__D,-1
ac,A1R12,26,E3R18,ala__D,1
ac,A1R12,26,E3R01,ala__L,1
ac,A1R12,26,E3R18,ala__L,-1
ac,A1R12,26,A1R12,asp__L,-1
ac,A1R12,26,E3R01,asp__L,1
ac,A1R12,26,E3R18,asp__L,-1
ac,A1R12,26,A1R12,co2,1
ac,A1R12,26,E3R01,co2,1
ac,A1R12,26,E3R18,co2,-1
ac,A1R12,26,A1R12,etoh,-1
ac,A1R12,26,E3R18,etoh,1
ac,A1R12,26,A1R12,glu__L,-1
ac,A1R12,26,E3R01,glu__L,-1
ac,A1R12,26,E3R18,glu__L,1
ac,A1R12,26,A1R12,gly,-1
ac,A1R12,26,E3R01,gly,-1
ac,A1R12,26,E3R18,gly,1
ac,A1R12,26,E3R01,gthox,-1
ac,A1R12,26,E3R18,gthox,1
ac,A1R12,26,E3R01,gthrd,1
ac,A1R12,26,E3R18,gthrd,-1
ac,A1R12,26,E3R01,h2o2,1
ac,A1R12,26,E3R18,h2o2,-1
ac,A1R12,26,A1R12,h2s,-1
ac,A1R12,26,E3R01,h2s,1
ac,A1R12,26,E3R18,h2s,-1
ac,A1R12,26,A1R12,ile__L,-1
ac,A1R12,26,E3R01,ile__L,1
ac,A1R12,26,E3R18,ile__L,-1
ac,A1R12,26,A1R12,leu__L,1
ac,A1R12,26,E3R01,leu__L,-1
ac,A1R12,26,E3R18,leu__L,-1
ac,A1R12,26,A1R12,lys__L,-1
ac,A1R12,26,E3R01,lys__L,1
ac,A1R12,26,E3R18,lys__L,-1
ac,A1R12,26,E3R01,pro__L,1
ac,A1R12,26,E3R18,pro__L,-1
ac,A1R12,26,A1R12,pyr,-1
ac,A1R12,26,E3R18,pyr,1
ac,A1R12,26,E3R01,ser__D,1
ac,A1R12,26,E3R18,ser__D,-1
ac,A1R12,26,A1R12,val__L,-1
ac,A1R12,26,E3R01,val__L,1
ac,A1R12,26,E3R18,val__L,-1
ac,A1R12,27,A1R12,ac,1
ac,A1R12,27,E3R18,ac,-1
ac,A1R12,27,F3R08,ac,-1
ac,A1R12,27,A1R12,acald,1
ac,A1R12,27,E3R18,acald,1
ac,A1R12,27,F3R08,acald,-1
ac,A1R12,27,A1R12,ala__D,-1
ac,A1R12,27,E3R18,ala__D,1
ac,A1R12,27,A1R12,ala__L,1
ac,A1R12,27,E3R18,ala__L,-1
ac,A1R12,27,F3R08,ala__L,-1
ac,A1R12,27,A1R12,asp__L,-1
ac,A1R12,27,E3R18,asp__L,-1
ac,A1R12,27,F3R08,asp__L,1
ac,A1R12,27,A1R12,co2,1
ac,A1R12,27,E3R18,co2,1
ac,A1R12,27,F3R08,co2,-1
ac,A1R12,27,A1R12,etoh,-1
ac,A1R12,27,E3R18,etoh,-1
ac,A1R12,27,F3R08,etoh,1
ac,A1R12,27,A1R12,glu__L,-1
ac,A1R12,27,E3R18,glu__L,1
ac,A1R12,27,F3R08,glu__L,-1
ac,A1R12,27,A1R12,gly,-1
ac,A1R12,27,E3R18,gly,1
ac,A1R12,27,F3R08,gly,-1
ac,A1R12,27,A1R12,gthox,-1
ac,A1R12,27,E3R18,gthox,1
ac,A1R12,27,F3R08,gthox,1
ac,A1R12,27,A1R12,gthrd,1
ac,A1R12,27,E3R18,gthrd,-1
ac,A1R12,27,F3R08,gthrd,-1
ac,A1R12,27,A1R12,h2o2,1
ac,A1R12,27,E3R18,h2o2,-1
ac,A1R12,27,F3R08,h2o2,-1
ac,A1R12,27,A1R12,h2s,-1
ac,A1R12,27,E3R18,h2s,-1
ac,A1R12,27,F3R08,h2s,1
ac,A1R12,27,A1R12,his__L,-1
ac,A1R12,27,E3R18,his__L,1
ac,A1R12,27,A1R12,ile__L,-1
ac,A1R12,27,F3R08,ile__L,1
ac,A1R12,27,A1R12,leu__L,-1
ac,A1R12,27,E3R18,leu__L,-1
ac,A1R12,27,F3R08,leu__L,1
ac,A1R12,27,E3R18,pro__L,-1
ac,A1R12,27,F3R08,pro__L,1
ac,A1R12,27,A1R12,pyr,-1
ac,A1R12,27,E3R18,pyr,-1
ac,A1R12,27,F3R08,pyr,1
ac,A1R12,27,A1R12,rib__D,1
ac,A1R12,27,F3R08,rib__D,-1
ac,A1R12,27,A1R12,val__L,1
ac,A1R12,27,F3R08,val__L,-1
ac,A1R12,28,A1R12,ac,1
ac,A1R12,28,B3M02,ac,-1
ac,A1R12,28,A1R12,acald,1
ac,A1R12,28,B3M02,acald,-1
ac,A1R12,28,E3R01,acald,-1
ac,A1R12,28,A1R12,ala__D,-1
ac,A1R12,28,B3M02,ala__D,1
ac,A1R12,28,E3R01,ala__D,-1
ac,A1R12,28,A1R12,ala__L,-1
ac,A1R12,28,B3M02,ala__L,-1
ac,A1R12,28,E3R01,ala__L,1
ac,A1R12,28,A1R12,asp__L,-1
ac,A1R12,28,B3M02,asp__L,-1
ac,A1R12,28,E3R01,asp__L,1
ac,A1R12,28,A1R12,co2,1
ac,A1R12,28,B3M02,co2,1
ac,A1R12,28,E3R01,co2,-1
ac,A1R12,28,A1R12,etoh,-1
ac,A1R12,28,B3M02,etoh,1
ac,A1R12,28,A1R12,glu__L,-1
ac,A1R12,28,B3M02,glu__L,1
ac,A1R12,28,E3R01,glu__L,-1
ac,A1R12,28,A1R12,gly,-1
ac,A1R12,28,B3M02,gly,-1
ac,A1R12,28,E3R01,gly,1
ac,A1R12,28,A1R12,gthox,1
ac,A1R12,28,E3R01,gthox,-1
ac,A1R12,28,A1R12,gthrd,-1
ac,A1R12,28,E3R01,gthrd,1
ac,A1R12,28,A1R12,h2o2,-1
ac,A1R12,28,E3R01,h2o2,1
ac,A1R12,28,A1R12,h2s,1
ac,A1R12,28,B3M02,h2s,-1
ac,A1R12,28,E3R01,h2s,-1
ac,A1R12,28,A1R12,ile__L,1
ac,A1R12,28,B3M02,ile__L,-1
ac,A1R12,28,E3R01,ile__L,-1
ac,A1R12,28,A1R12,leu__L,1
ac,A1R12,28,B3M02,leu__L,-1
ac,A1R12,28,E3R01,leu__L,-1
ac,A1R12,28,A1R12,lys__L,-1
ac,A1R12,28,B3M02,lys__L,-1
ac,A1R12,28,E3R01,lys__L,1
ac,A1R12,28,B3M02,pro__L,-1
ac,A1R12,28,E3R01,pro__L,1
ac,A1R12,28,B3M02,pser__L,-1
ac,A1R12,28,E3R01,pser__L,1
ac,A1R12,28,A1R12,pyr,1
ac,A1R12,28,B3M02,pyr,-1
ac,A1R12,28,B3M02,ser__D,1
ac,A1R12,28,E3R01,ser__D,-1
ac,A1R12,28,A1R12,val__L,-1
ac,A1R12,28,B3M02,val__L,-1
ac,A1R12,28,E3R01,val__L,1
ac,A1R12,29,A1R12,ac,1
ac,A1R12,29,E2M01,ac,-1
ac,A1R12,29,A1R12,acald,-1
ac,A1R12,29,B2M06,acald,1
ac,A1R12,29,E2M01,acald,1
ac,A1R12,29,B2M06,ala__D,-1
ac,A1R12,29,E2M01,ala__D,1
ac,A1R12,29,A1R12,ala__L,1
ac,A1R12,29,B2M06,ala__L,1
ac,A1R12,29,E2M01,ala__L,-1
ac,A1R12,29,A1R12,asp__L,1
ac,A1R12,29,B2M06,asp__L,-1
ac,A1R12,29,E2M01,asp__L,-1
ac,A1R12,29,A1R12,co2,1
ac,A1R12,29,B2M06,co2,1
ac,A1R12,29,E2M01,co2,1
ac,A1R12,29,A1R12,etoh,1
ac,A1R12,29,B2M06,etoh,-1
ac,A1R12,29,E2M01,etoh,-1
ac,A1R12,29,A1R12,glu__L,-1
ac,A1R12,29,B2M06,glu__L,-1
ac,A1R12,29,E2M01,glu__L,1
ac,A1R12,29,A1R12,gly,-1
ac,A1R12,29,B2M06,gly,1
ac,A1R12,29,A1R12,glyclt,-1
ac,A1R12,29,E2M01,glyclt,1
ac,A1R12,29,A1R12,gthox,1
ac,A1R12,29,E2M01,gthox,-1
ac,A1R12,29,A1R12,gthrd,-1
ac,A1R12,29,E2M01,gthrd,1
ac,A1R12,29,A1R12,h2o2,-1
ac,A1R12,29,E2M01,h2o2,1
ac,A1R12,29,A1R12,h2s,1
ac,A1R12,29,B2M06,h2s,-1
ac,A1R12,29,E2M01,h2s,-1
ac,A1R12,29,A1R12,ile__L,-1
ac,A1R12,29,B2M06,ile__L,1
ac,A1R12,29,E2M01,ile__L,-1
ac,A1R12,29,A1R12,leu__L,-1
ac,A1R12,29,B2M06,leu__L,1
ac,A1R12,29,B2M06,pro__L,1
ac,A1R12,29,E2M01,pro__L,-1
ac,A1R12,29,A1R12,pyr,-1
ac,A1R12,29,E2M01,pyr,1
ac,A1R12,29,A1R12,val__L,1
ac,A1R12,29,B2M06,val__L,-1
ac,A1R12,3,A1R12,ac,1
ac,A1R12,3,G2R10,ac,-1
ac,A1R12,3,A1R12,acald,1
ac,A1R12,3,G2R10,acald,-1
ac,A1R12,3,A1R12,ala__D,1
ac,A1R12,3,G2R10,ala__D,-1
ac,A1R12,3,A1R12,ala__L,-1
ac,A1R12,3,G2R10,ala__L,1
ac,A1R12,3,A1R12,asp__L,-1
ac,A1R12,3,G2R10,asp__L,1
ac,A1R12,3,A1R12,co2,1
ac,A1R12,3,G2R10,co2,1
ac,A1R12,3,A1R12,etoh,-1
ac,A1R12,3,G2R10,etoh,1
ac,A1R12,3,A1R12,glu__L,-1
ac,A1R12,3,G2R10,glu__L,1
ac,A1R12,3,A1R12,gly,-1
ac,A1R12,3,G2R10,gly,1
ac,A1R12,3,A1R12,h2s,1
ac,A1R12,3,G2R10,h2s,-1
ac,A1R12,3,A1R12,ile__L,1
ac,A1R12,3,G2R10,ile__L,-1
ac,A1R12,3,A1R12,leu__L,-1
ac,A1R12,3,G2R10,leu__L,1
ac,A1R12,3,A1R12,lys__L,-1
ac,A1R12,3,G2R10,lys__L,1
ac,A1R12,3,A1R12,pyr,-1
ac,A1R12,3,G2R10,pyr,1
ac,A1R12,3,A1R12,ser__L,-1
ac,A1R12,3,G2R10,ser__L,1
ac,A1R12,3,A1R12,ura,-1
ac,A1R12,3,G2R10,ura,1
ac,A1R12,3,A1R12,val__L,1
ac,A1R12,3,G2R10,val__L,-1
ac,A1R12,30,A1R12,ac,1
ac,A1R12,30,F3R08,ac,-1
ac,A1R12,30,E3R01,acac,-1
ac,A1R12,30,F3R08,acac,1
ac,A1R12,30,A1R12,acald,-1
ac,A1R12,30,E3R01,acald,1
ac,A1R12,30,F3R08,acald,1
ac,A1R12,30,A1R12,ala__D,1
ac,A1R12,30,E3R01,ala__D,-1
ac,A1R12,30,A1R12,ala__L,-1
ac,A1R12,30,E3R01,ala__L,1
ac,A1R12,30,A1R12,asp__L,-1
ac,A1R12,30,E3R01,asp__L,1
ac,A1R12,30,F3R08,asp__L,1
ac,A1R12,30,A1R12,co2,1
ac,A1R12,30,E3R01,co2,-1
ac,A1R12,30,F3R08,co2,-1
ac,A1R12,30,A1R12,etoh,1
ac,A1R12,30,F3R08,etoh,-1
ac,A1R12,30,A1R12,glu__L,1
ac,A1R12,30,E3R01,glu__L,-1
ac,A1R12,30,F3R08,glu__L,-1
ac,A1R12,30,A1R12,gly,-1
ac,A1R12,30,E3R01,gly,1
ac,A1R12,30,A1R12,gthox,1
ac,A1R12,30,E3R01,gthox,-1
ac,A1R12,30,F3R08,gthox,1
ac,A1R12,30,A1R12,gthrd,-1
ac,A1R12,30,E3R01,gthrd,1
ac,A1R12,30,F3R08,gthrd,-1
ac,A1R12,30,A1R12,h2o2,-1
ac,A1R12,30,E3R01,h2o2,1
ac,A1R12,30,F3R08,h2o2,-1
ac,A1R12,30,A1R12,h2s,-1
ac,A1R12,30,E3R01,h2s,-1
ac,A1R12,30,F3R08,h2s,1
ac,A1R12,30,A1R12,ile__L,-1
ac,A1R12,30,E3R01,ile__L,1
ac,A1R12,30,F3R08,ile__L,-1
ac,A1R12,30,A1R12,leu__L,1
ac,A1R12,30,E3R01,leu__L,-1
ac,A1R12,30,F3R08,leu__L,-1
ac,A1R12,30,A1R12,lys__L,-1
ac,A1R12,30,E3R01,lys__L,1
ac,A1R12,30,A1R12,pro__L,-1
ac,A1R12,30,E3R01,pro__L,-1
ac,A1R12,30,F3R08,pro__L,1
ac,A1R12,30,A1R12,pyr,-1
ac,A1R12,30,F3R08,pyr,1
ac,A1R12,30,A1R12,rib__D,1
ac,A1R12,30,F3R08,rib__D,-1
ac,A1R12,30,A1R12,val__L,-1
ac,A1R12,30,E3R01,val__L,-1
ac,A1R12,30,F3R08,val__L,1
ac,A1R12,31,A1R12,ac,1
ac,A1R12,31,E3M18,ac,-1
ac,A1R12,31,A1R12,acald,-1
ac,A1R12,31,E3M18,acald,1
ac,A1R12,31,E3R01,acald,-1
ac,A1R12,31,A1R12,ala__D,1
ac,A1R12,31,E3M18,ala__D,-1
ac,A1R12,31,E3R01,ala__D,1
ac,A1R12,31,A1R12,ala__L,-1
ac,A1R12,31,E3M18,ala__L,1
ac,A1R12,31,A1R12,asp__L,-1
ac,A1R12,31,E3M18,asp__L,1
ac,A1R12,31,E3R01,asp__L,-1
ac,A1R12,31,A1R12,co2,1
ac,A1R12,31,E3M18,co2,-1
ac,A1R12,31,E3R01,co2,1
ac,A1R12,31,A1R12,etoh,1
ac,A1R12,31,E3M18,etoh,-1
ac,A1R12,31,A1R12,glu__L,1
ac,A1R12,31,E3M18,glu__L,-1
ac,A1R12,31,E3R01,glu__L,-1
ac,A1R12,31,A1R12,gly,-1
ac,A1R12,31,E3R01,gly,1
ac,A1R12,31,E3M18,glyald,1
ac,A1R12,31,E3R01,glyald,-1
ac,A1R12,31,E3M18,glyc,-1
ac,A1R12,31,E3R01,glyc,1
ac,A1R12,31,A1R12,gthox,-1
ac,A1R12,31,E3M18,gthox,-1
ac,A1R12,31,E3R01,gthox,1
ac,A1R12,31,A1R12,gthrd,1
ac,A1R12,31,E3M18,gthrd,1
ac,A1R12,31,E3R01,gthrd,-1
ac,A1R12,31,A1R12,h2o2,1
ac,A1R12,31,E3M18,h2o2,1
ac,A1R12,31,E3R01,h2o2,-1
ac,A1R12,31,A1R12,h2s,1
ac,A1R12,31,E3M18,h2s,-1
ac,A1R12,31,E3R01,h2s,-1
ac,A1R12,31,A1R12,ile__L,1
ac,A1R12,31,E3M18,ile__L,-1
ac,A1R12,31,E3R01,ile__L,-1
ac,A1R12,31,A1R12,leu__L,-1
ac,A1R12,31,E3M18,leu__L,1
ac,A1R12,31,E3R01,leu__L,-1
ac,A1R12,31,A1R12,lys__L,-1
ac,A1R12,31,E3M18,lys__L,-1
ac,A1R12,31,E3R01,lys__L,1
ac,A1R12,31,E3M18,pro__L,1
ac,A1R12,31,E3R01,pro__L,-1
ac,A1R12,31,A1R12,pyr,1
ac,A1R12,31,E3M18,pyr,-1
ac,A1R12,31,A1R12,val__L,1
ac,A1R12,31,E3M18,val__L,-1
ac,A1R12,31,E3R01,val__L,-1
ac,A1R12,32,A1R12,ac,1
ac,A1R12,32,B3M02,ac,-1
ac,A1R12,32,F3M07_,ac,1
ac,A1R12,32,A1R12,acald,-1
ac,A1R12,32,B3M02,acald,1
ac,A1R12,32,F3M07_,acald,-1
ac,A1R12,32,B3M02,ade,1
ac,A1R12,32,F3M07_,ade,-1
ac,A1R12,32,A1R12,ala__D,1
ac,A1R12,32,F3M07_,ala__D,-1
ac,A1R12,32,A1R12,ala__L,-1
ac,A1R12,32,B3M02,ala__L,-1
ac,A1R12,32,F3M07_,ala__L,1
ac,A1R12,32,B3M02,arg__L,1
ac,A1R12,32,F3M07_,arg__L,-1
ac,A1R12,32,A1R12,asp__L,-1
ac,A1R12,32,B3M02,asp__L,-1
ac,A1R12,32,F3M07_,asp__L,1
ac,A1R12,32,A1R12,co2,1
ac,A1R12,32,B3M02,co2,1
ac,A1R12,32,F3M07_,co2,1
ac,A1R12,32,A1R12,etoh,-1
ac,A1R12,32,B3M02,etoh,1
ac,A1R12,32,F3M07_,etoh,1
ac,A1R12,32,A1R12,glu__L,-1
ac,A1R12,32,B3M02,glu__L,-1
ac,A1R12,32,F3M07_,glu__L,1
ac,A1R12,32,A1R12,gly,-1
ac,A1R12,32,B3M02,gly,1
ac,A1R12,32,F3M07_,gly,-1
ac,A1R12,32,A1R12,gua,-1
ac,A1R12,32,B3M02,gua,1
ac,A1R12,32,A1R12,h2s,1
ac,A1R12,32,B3M02,h2s,-1
ac,A1R12,32,A1R12,ile__L,1
ac,A1R12,32,B3M02,ile__L,-1
ac,A1R12,32,A1R12,leu__L,-1
ac,A1R12,32,B3M02,leu__L,1
ac,A1R12,32,A1R12,lys__L,-1
ac,A1R12,32,B3M02,lys__L,1
ac,A1R12,32,F3M07_,lys__L,-1
ac,A1R12,32,B3M02,pro__L,1
ac,A1R12,32,F3M07_,pro__L,-1
ac,A1R12,32,A1R12,pyr,-1
ac,A1R12,32,B3M02,pyr,1
ac,A1R12,32,F3M07_,pyr,1
ac,A1R12,32,B3M02,ser__D,1
ac,A1R12,32,F3M07_,ser__D,-1
ac,A1R12,32,A1R12,thr__L,-1
ac,A1R12,32,B3M02,thr__L,1
ac,A1R12,32,F3M07_,thr__L,-1
ac,A1R12,32,A1R12,val__L,-1
ac,A1R12,32,B3M02,val__L,1
ac,A1R12,33,A1R12,ac,1
ac,A1R12,33,C3M06,ac,-1
ac,A1R12,33,C3M06,acac,1
ac,A1R12,33,E3R01,acac,-1
ac,A1R12,33,A1R12,acald,1
ac,A1R12,33,C3M06,acald,-1
ac,A1R12,33,E3R01,acald,1
ac,A1R12,33,A1R12,ala__D,1
ac,A1R12,33,E3R01,ala__D,-1
ac,A1R12,33,A1R12,ala__L,-1
ac,A1R12,33,C3M06,ala__L,-1
ac,A1R12,33,E3R01,ala__L,1
ac,A1R12,33,A1R12,asp__L,-1
ac,A1R12,33,C3M06,asp__L,1
ac,A1R12,33,E3R01,asp__L,-1
ac,A1R12,33,A1R12,co2,1
ac,A1R12,33,C3M06,co2,-1
ac,A1R12,33,E3R01,co2,1
ac,A1R12,33,A1R12,etoh,-1
ac,A1R12,33,C3M06,etoh,1
ac,A1R12,33,A1R12,glu__L,-1
ac,A1R12,33,C3M06,glu__L,1
ac,A1R12,33,E3R01,glu__L,-1
ac,A1R12,33,A1R12,gly,-1
ac,A1R12,33,E3R01,gly,1
ac,A1R12,33,A1R12,gthox,-1
ac,A1R12,33,E3R01,gthox,1
ac,A1R12,33,A1R12,gthrd,1
ac,A1R12,33,E3R01,gthrd,-1
ac,A1R12,33,A1R12,h2o2,1
ac,A1R12,33,E3R01,h2o2,-1
ac,A1R12,33,A1R12,h2s,-1
ac,A1R12,33,C3M06,h2s,1
ac,A1R12,33,E3R01,h2s,-1
ac,A1R12,33,A1R12,ile__L,-1
ac,A1R12,33,C3M06,ile__L,-1
ac,A1R12,33,E3R01,ile__L,1
ac,A1R12,33,A1R12,leu__L,1
ac,A1R12,33,E3R01,leu__L,-1
ac,A1R12,33,A1R12,pyr,-1
ac,A1R12,33,C3M06,pyr,1
ac,A1R12,33,A1R12,val__L,1
ac,A1R12,33,E3R01,val__L,-1
ac,A1R12,34,A1R12,ac,1
ac,A1R12,34,B3M02,ac,1
ac,A1R12,34,F3M07,ac,-1
ac,A1R12,34,A1R12,acald,1
ac,A1R12,34,B3M02,acald,-1
ac,A1R12,34,F3M07,acald,-1
ac,A1R12,34,B3M02,ade,-1
ac,A1R12,34,F3M07,ade,1
ac,A1R12,34,A1R12,ala__D,-1
ac,A1R12,34,B3M02,ala__D,1
ac,A1R12,34,F3M07,ala__D,-1
ac,A1R12,34,A1R12,ala__L,1
ac,A1R12,34,B3M02,ala__L,-1
ac,A1R12,34,F3M07,ala__L,-1
ac,A1R12,34,B3M02,arg__L,1
ac,A1R12,34,F3M07,arg__L,-1
ac,A1R12,34,A1R12,asp__L,-1
ac,A1R12,34,B3M02,asp__L,-1
ac,A1R12,34,F3M07,asp__L,1
ac,A1R12,34,A1R12,co2,1
ac,A1R12,34,B3M02,co2,-1
ac,A1R12,34,F3M07,co2,1
ac,A1R12,34,A1R12,etoh,-1
ac,A1R12,34,B3M02,etoh,-1
ac,A1R12,34,F3M07,etoh,1
ac,A1R12,34,A1R12,glu__L,-1
ac,A1R12,34,B3M02,glu__L,1
ac,A1R12,34,F3M07,glu__L,-1
ac,A1R12,34,A1R12,gly,-1
ac,A1R12,34,B3M02,gly,1
ac,A1R12,34,F3M07,gly,-1
ac,A1R12,34,B3M02,glyald,-1
ac,A1R12,34,F3M07,glyald,1
ac,A1R12,34,A1R12,glyc,-1
ac,A1R12,34,B3M02,glyc,1
ac,A1R12,34,F3M07,glyc,-1
ac,A1R12,34,A1R12,h2s,1
ac,A1R12,34,B3M02,h2s,-1
ac,A1R12,34,F3M07,h2s,-1
ac,A1R12,34,A1R12,ile__L,1
ac,A1R12,34,B3M02,ile__L,-1
ac,A1R12,34,F3M07,ile__L,-1
ac,A1R12,34,A1R12,leu__L,-1
ac,A1R12,34,B3M02,leu__L,1
ac,A1R12,34,F3M07,leu__L,-1
ac,A1R12,34,A1R12,lys__L,-1
ac,A1R12,34,B3M02,lys__L,1
ac,A1R12,34,F3M07,lys__L,-1
ac,A1R12,34,B3M02,pro__L,1
ac,A1R12,34,F3M07,pro__L,-1
ac,A1R12,34,A1R12,pyr,-1
ac,A1R12,34,B3M02,pyr,-1
ac,A1R12,34,F3M07,pyr,1
ac,A1R12,34,B3M02,ser__D,-1
ac,A1R12,34,F3M07,ser__D,1
ac,A1R12,34,B3M02,thr__L,1
ac,A1R12,34,F3M07,thr__L,-1
ac,A1R12,34,A1R12,val__L,-1
ac,A1R12,34,B3M02,val__L,1
ac,A1R12,34,F3M07,val__L,-1
ac,A1R12,35,A1R12,ac,1
ac,A1R12,35,F3R08,ac,-1
ac,A1R12,35,A1R12,acald,-1
ac,A1R12,35,B2M06,acald,1
ac,A1R12,35,F3R08,acald,-1
ac,A1R12,35,A1R12,ala__D,1
ac,A1R12,35,B2M06,ala__D,-1
ac,A1R12,35,A1R12,ala__L,-1
ac,A1R12,35,B2M06,ala__L,1
ac,A1R12,35,A1R12,asp__L,-1
ac,A1R12,35,B2M06,asp__L,-1
ac,A1R12,35,F3R08,asp__L,1
ac,A1R12,35,A1R12,co2,1
ac,A1R12,35,B2M06,co2,1
ac,A1R12,35,F3R08,co2,-1
ac,A1R12,35,A1R12,etoh,1
ac,A1R12,35,B2M06,etoh,-1
ac,A1R12,35,F3R08,etoh,1
ac,A1R12,35,A1R12,glu__L,-1
ac,A1R12,35,B2M06,glu__L,-1
ac,A1R12,35,F3R08,glu__L,1
ac,A1R12,35,A1R12,gly,-1
ac,A1R12,35,B2M06,gly,1
ac,A1R12,35,F3R08,gly,-1
ac,A1R12,35,A1R12,gthox,-1
ac,A1R12,35,F3R08,gthox,1
ac,A1R12,35,A1R12,gthrd,1
ac,A1R12,35,F3R08,gthrd,-1
ac,A1R12,35,A1R12,h2o2,1
ac,A1R12,35,F3R08,h2o2,-1
ac,A1R12,35,A1R12,h2s,-1
ac,A1R12,35,B2M06,h2s,-1
ac,A1R12,35,F3R08,h2s,1
ac,A1R12,35,A1R12,hxan,-1
ac,A1R12,35,B2M06,hxan,1
ac,A1R12,35,A1R12,ile__L,-1
ac,A1R12,35,B2M06,ile__L,1
ac,A1R12,35,F3R08,ile__L,-1
ac,A1R12,35,A1R12,leu__L,-1
ac,A1R12,35,B2M06,leu__L,1
ac,A1R12,35,F3R08,leu__L,-1
ac,A1R12,35,A1R12,lys__L,-1
ac,A1R12,35,B2M06,lys__L,-1
ac,A1R12,35,F3R08,lys__L,1
ac,A1R12,35,B2M06,pro__L,-1
ac,A1R12,35,F3R08,pro__L,1
ac,A1R12,35,A1R12,pyr,-1
ac,A1R12,35,F3R08,pyr,1
ac,A1R12,35,B2M06,rib__D,1
ac,A1R12,35,F3R08,rib__D,-1
ac,A1R12,35,A1R12,ura,-1
ac,A1R12,35,B2M06,ura,-1
ac,A1R12,35,F3R08,ura,1
ac,A1R12,35,A1R12,val__L,-1
ac,A1R12,35,B2M06,val__L,-1
ac,A1R12,35,F3R08,val__L,1
ac,A1R12,36,A1R12,ac,1
ac,A1R12,36,B3M02,ac,-1
ac,A1R12,36,C3M06,ac,1
ac,A1R12,36,A1R12,acald,-1
ac,A1R12,36,B3M02,acald,-1
ac,A1R12,36,C3M06,acald,1
ac,A1R12,36,A1R12,ala__D,-1
ac,A1R12,36,B3M02,ala__D,1
ac,A1R12,36,A1R12,ala__L,1
ac,A1R12,36,B3M02,ala__L,-1
ac,A1R12,36,A1R12,asp__L,-1
ac,A1R12,36,B3M02,asp__L,-1
ac,A1R12,36,C3M06,asp__L,1
ac,A1R12,36,B3M02,cgly,1
ac,A1R12,36,C3M06,cgly,-1
ac,A1R12,36,A1R12,co2,1
ac,A1R12,36,B3M02,co2,1
ac,A1R12,36,C3M06,co2,-1
ac,A1R12,36,A1R12,etoh,1
ac,A1R12,36,B3M02,etoh,1
ac,A1R12,36,C3M06,etoh,-1
ac,A1R12,36,A1R12,glu__L,-1
ac,A1R12,36,B3M02,glu__L,1
ac,A1R12,36,C3M06,glu__L,-1
ac,A1R12,36,A1R12,gly,-1
ac,A1R12,36,B3M02,gly,1
ac,A1R12,36,B3M02,gthrd,-1
ac,A1R12,36,C3M06,gthrd,1
ac,A1R12,36,A1R12,h2s,-1
ac,A1R12,36,B3M02,h2s,-1
ac,A1R12,36,C3M06,h2s,1
ac,A1R12,36,A1R12,ile__L,1
ac,A1R12,36,B3M02,ile__L,-1
ac,A1R12,36,C3M06,ile__L,-1
ac,A1R12,36,A1R12,leu__L,-1
ac,A1R12,36,B3M02,leu__L,1
ac,A1R12,36,A1R12,pyr,1
ac,A1R12,36,B3M02,pyr,-1
ac,A1R12,36,C3M06,pyr,-1
ac,A1R12,36,B3M02,thr__L,1
ac,A1R12,36,C3M06,thr__L,-1
ac,A1R12,36,A1R12,val__L,1
ac,A1R12,36,B3M02,val__L,-1
ac,A1R12,37,A1R12,ac,1
ac,A1R12,37,C3M06,ac,-1
ac,A1R12,37,A1R12,acald,1
ac,A1R12,37,B2M06,acald,1
ac,A1R12,37,C3M06,acald,-1
ac,A1R12,37,A1R12,ala__D,-1
ac,A1R12,37,B2M06,ala__D,1
ac,A1R12,37,A1R12,ala__L,1
ac,A1R12,37,B2M06,ala__L,-1
ac,A1R12,37,A1R12,asp__L,-1
ac,A1R12,37,B2M06,asp__L,1
ac,A1R12,37,C3M06,asp__L,-1
ac,A1R12,37,B2M06,cgly,1
ac,A1R12,37,C3M06,cgly,-1
ac,A1R12,37,A1R12,co2,1
ac,A1R12,37,B2M06,co2,-1
ac,A1R12,37,C3M06,co2,1
